RHR,HRV,Recovery,Sleep.Score,Hours.in.Bed,Hours.of.Sleep,Sleep.Need,Sleep.Efficiency....,Wake.Periods,Latency..min.,Cycles,REM.Sleep..hours.,Deep.Sleep..hours.,Light.Sleep..hours.,Awake..hours.,Sleep.Debt..hours.,Sleep.Consistency,Respiratory.Rate,Total.Cycle.Sleep.Time..hours.,Restorative.Sleep..hours.,PPC,MPC,EB,OR,MS,LA,NES,OS,RSI,Week.Trimp.Total,Daily.Average,Weekly.SD,Monotony,Strain,RT.Volume.Load,RSI_Level
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
62.5,80.5,66.8,84,8.082,7.234,8.536,88.9,14.9,2.979,5.8,2.063,1.378,4.012,0.906,0.102,79.2,17.42259,7.229,3.495,2,6,1,2,2,4,6,4,0.383,2134.6,722.9083333,82.52323415,9.014932283,19308.12654,6444.96,2
59.3,91.4,82,84.6,7.931,7.141,8.517,89.8,16.5,0.527,5.9,2.259,1.523,3.36,0.79,0.038,60,17.30126,7.13,3.553,3,3,3,3,4,3,3,4,0.325,279.2,134.875,54.96963629,4.958300347,3100.469061,6595.92,1
58,125,91,72,6.75,6.39,8.87,95,8.4,0,5,2.73,1.58,2.07,0.37,0.78,83,17.0508,6.39,2.83,4.5,5.3,4.5,3.3,1.4,1.1,1,1.7,0.393,20.5,121.9583333,50.56494154,5.071227852,5285.065353,2870.62,2
44,105,51,95,8.78,7.39,7.8,84,18,13.94,4,1.35,2.08,3.95,1.41,0,59,12.7734,7.39,1.93,4,3,4,4,4,4,5,4,0.286,3230,646,307.5386155,2.100549224,6784.773993,7151.8,0
52.8,99,51.8,78.6,8.204,7.386,9.122,89.8,13.3,4.576,6.7,2.705,1.736,2.84,0.843,1.144,80.3,16.31542,7.396,3.918,4,3,3,2,4,2,2,5,0.39,4526,905.2,176.3383112,5.133314444,23233.38117,8170.5,2
57.3,80.9,60,81.2,7.944,7.14,8.979,89.8,14.8,0,5.5,2.57,1.58,2.942,0.792,0.991,68.9,17.01807,7.149,4.055,3,2.9,2,3.1,3.3,2.7,2.9,2.9,0.35,2812,562.4,275.7513373,2.039518668,5735.126494,6414.5,1
55,77,55,100,10.79,8.85,5.46,82,26,1.94,7,2.95,2.08,3.82,1.96,0.77,32,14.8828,12.4,4.16,3.5,3.4,2.7,3.4,2.9,3.7,3.6,3.9,0.33,3716,743.2,274.5381576,2.707091817,10059.55319,6011.4,1
56.2,88.6,72.6,72,8.135,7.3,9.823,89.9,14.6,7.027,5.6,2.455,1.688,2.985,0.826,1.469,66.3,16.56615,7.336,4.817,6,6,6,6,2.8,1.7,1,1.4,0.39,3512,878,211.3433226,4.154377764,14590.17471,8198.6,2
55.6,96.2,69.2,77.1,8.175,7.346,9.627,89.8,15.3,0,5.8,2.696,1.713,2.783,0.844,1.608,67.9,17.14943,7.362,4.507,2.9,3.2,2.4,3,3.2,3,2.8,3.2,0.36,2201,733.6666667,288.7218962,2.541084263,5592.926462,6706.4,2
48,159,88,85,7.48,6.72,7.92,90,15,0,7,1.65,0.8,4.27,0.77,0.2,55,15.7471,6.72,2.41,4,5,4,4,3,2,4,3,0.42,3785,757,422.8711388,1.790143452,6775.692965,6000,3
56,81.7,66.8,75.8,7.813,6.815,9.087,86.9,17.4,1.391,5.9,2.346,1.503,2.901,1.01,1.371,55.7,16.22509,6.823,4.179,4,4,4,3,3,2,6,6,0.31,3815,763,337.4833329,2.260852391,8625.15187,7129.1,0
53.3,70.3,70.5,72.2,7.975,7.267,9.857,90.1,13.7,2.928,6,2.549,1.628,3.061,0.804,1.798,65.3,16.53807,7.284,3.991,4,5,4,5,2,1.7,2,4,0.67,4385,877,345.0289843,2.541815441,11145.86071,8175.9,3
53.9,86.5,73.3,78.5,8.084,7.285,9.312,89,14.8,1.109,6,2.36,1.517,3.382,0.911,1.319,73.9,16.60937,7.29,4.228,3,4,2,3,2,4,6,3,0.379,3942,788.4,395.3767823,1.994047287,7860.534404,6366.4,2
55.7,76.8,61.6,76.9,8.237,7.384,9.729,88.9,14.1,1.105,5.6,2.524,1.705,3.113,0.893,1.591,70,16.312,7.389,4.526,3,3,3,6,3,3,3,3,0.36,3697,924.25,291.213982,3.17378305,11733.47593,7447.3,2
56.1,100.4,63.2,85.2,7.958,7.108,8.126,89.1,12,7.981,5.8,2.328,1.375,3.279,0.868,0.065,71.7,16.1416,7.111,3.918,3,3,3,4,4,4,3,4,0.377,300,150,0,6.482024591,5282.63101,2007.7,2
65,74,28,63,6.37,5.92,9.41,93,10,0,4,2.2,1.09,2.63,0.46,1.08,79,15.5713,5.92,2.1,6,6,6,5,3,2.3,2.2,1.1,0.36,4387,877.4,262.1045593,3.34751903,14685.56598,5720.5,2
81,23,41,64,6.45,5.94,9.25,92,12,0,3,2.46,1.83,1.65,0.52,1.67,62.9,17.6367,5.94,3.45,2.5,2.8,2.3,3.2,2.9,2.7,3,3.6,0.56,2701,900.3333333,308.026514,2.922908556,7894.77601,6209.1,3
55.9,119,81.8,77.7,7.877,7.15,8.767,91,12.3,0.573,5.3,2.175,1.499,3.562,0.718,0.8,69.1,16.60082,7.149,4.032,3,5,3,3,3,4,5,4,0.4,1881,940.5,311.8340905,3.016026883,5673.146567,6919.5,2
58,58,42,58,6.27,5.52,9.5,88,11,8.16,4,1.54,0.95,3.03,0.76,1.84,56.5,17.4316,5.52,4.1,4,4,4,4,3,2,2,2,0.33,2917,729.25,162.6722164,4.482941316,13076.73982,5665.9,1
52,122,86,60,6.45,5.47,9.16,85,17,0,3,0.94,1.19,3.34,0.98,1.07,82,17.2266,5.47,4.29,3.8,3.4,2.7,3.4,1.9,2,3.9,3.3,0.392,0,159.125,53.00543548,5.534411555,7331.884448,6278.2,2
49,141,78,69,6.48,6.21,8.97,96,4,0,6,1.73,1.78,2.7,0.28,0.25,75,12.4512,6.21,2.75,4,3,4,4,4,4,5,4,0.349,1176.3,644.7833333,153.1033033,3.466825999,4491.560971,6788.96,1
53.5,135.2,63.9,80.5,8.202,7.382,9.28,89.8,12.9,2.164,6.5,2.266,1.355,3.618,0.836,0.976,71.5,16.00196,7.389,3.085,4,3,3,2,4,2,2,5,0.384,175.4,130.45,11.98092882,7.286447828,6808.340525,6595.43,2
71,67,54,52,5.78,5.6,10.87,97,5.6,0,4,2.65,1.19,1.76,0.18,1.93,70.8,15.8789,5.6,5.41,4.4,3.2,2.8,2.2,1.4,1.8,4.7,3.4,0.357,0,137.15,17.19018931,7.544362117,7070.586796,4429.95,1
59,73,54,89,9.16,7.87,8.85,86,18,14.9,8,2.47,1.63,3.77,1.3,0,43,15.7227,7.87,2.62,2.1,2,2.6,2.1,1.8,2.1,3.2,1.1,0.265,0,238.0333333,34.04251666,7.458456257,5647.592738,6021.42,0
58.3,108.9,69.6,72.7,8.272,7.393,10.119,89,15.9,0.958,6.6,2.511,1.748,3.015,0.915,1.694,70,16.15186,7.399,3.373,6,6,6,6,1.7,1.4,1,1,0.404,0,146.275,50.71214856,5.013433222,3170.012075,6632.73,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
51,140,70,90,9.03,8.21,9.07,91,16,0,4,1.73,1.49,4.99,0.84,0.58,66,15.8203,8.21,3.79,4,5,4,4,3,2,4,3,0.397,194.5,146.8333333,51.83999647,5.153620924,3868.379609,6730.85,2
63,58,69,100,10.93,9.78,9.5,90,21,2.39,7,2.09,2.81,4.87,1.16,0.77,58.9,17.5781,9.78,2.13,4,4,4,3,3,2,6,6,0.313,1335.6,702.8333333,262.645966,2.5785829,4004.803009,5256.36,0
56,67,61,47,5.08,4.79,10.2,94,6.3,9.12,4,1.14,0.79,2.86,0.3,1.68,67.4,15.3516,4.79,2.72,4,5,4,5,2,2.1,2,4,0.37,2252.65,629.6416667,127.9173799,4.453227091,10923.60045,6237.33,2
54.5,84.8,73.9,74.6,8.005,7.15,9.461,88.9,16.3,0.622,6.1,2.425,1.654,3.04,0.893,1.435,73,15.85938,7.151,3.883,3,4,2,3,2,4,6,3,0.405,1433.5,591.2,151.2536467,3.7162235,6041.456321,6935.85,2
56.3,80,66.1,77.2,7.999,7.151,9.324,89,14.3,0.768,5.7,2.368,1.306,3.385,0.888,1.253,70.8,16.65624,7.147,3.449,3,3,3,6,3,3,3,3,0.367,232.2,158.05,55.30600903,5.266521349,3958.970476,6074.9,2
78,28,28,59,6.2,5.41,9.13,87,13,0,3,1.45,1.26,2.69,0.8,1.2,77.3,17.3438,5.41,3.15,3,3,3,4,4,4,3,4,0.365,2593.1,723.0533333,174.0459151,4.301226512,11456.6605,5925.56,2
64,83,43,51,5.81,5.22,10.19,90,16,1.46,2,1.62,1.2,2.4,0.6,1.41,78,16.582,5.22,4.83,6,6,6,5,3,1.9,1.3,1.8,0.398,247,153.775,43.18262726,4.339222501,4751.659767,4662.43,2
73,37,84,51,5.96,4.73,9.19,79,9,0,5,1.6,1.15,1.98,1.24,1.36,74.8,16.9092,4.73,2.64,2.5,2.2,2.8,1.9,1.1,1.7,3.3,3.3,0.362,0,243.05,5.267584714,8.556835769,10113.35952,5918.16,2
63,98,47,58,6.46,5.72,9.89,88,16,0,4,0.97,1.06,3.68,0.76,2.21,75.5,18.1641,5.72,3.16,3,5,3,3,3,4,5,4,0.398,1441.2,712.6,174.7517768,3.937608777,7838.140511,6854.38,2
57,83,65,52,5.55,5.36,10.25,97,4.8,3.38,3,2,1.13,2.23,0.19,1.61,57,16.9336,5.36,3.47,4,4,4,4,3,2,2,2,0.336,168,136.8333333,61.26272442,4.599558207,2521.999596,5564.09,1
49,103,68,65,5.82,5.54,8.54,95,7.6,4.82,3,1.7,1.02,2.82,0.29,1.52,68,16.9263,6.8,2.45,2.1,2.7,2.3,2,1.4,2,3.1,3.4,0.392,214.5,237.1333333,35.16861866,9.018623019,6221.747699,6245.01,2
49,139,81,86,8.99,7.71,8.98,86,18,10.57,8,2.63,2.13,2.95,1.29,1.2,73,12.4219,7.71,3.22,4,3,4,4,4,4,5,4,0.327,2274.7,607.3333333,139.5309849,4.681203965,10135.72707,7024,1
53.5,135.2,63.9,80.5,8.202,7.382,9.28,89.8,12.9,2.164,6.5,2.266,1.355,3.618,0.836,0.976,71.5,16.00196,7.389,3.085,4,3,3,2,4,2,2,5,0.384,175.4,130.45,11.98092882,7.286447828,6808.340525,6595.43,2
62,93,94,70,7.81,7.4,10.54,95,10.7,0,7,1.81,1.41,4.17,0.43,1.86,58,15.4858,7.4,3.21,4.8,3.5,4.5,4.2,2,1.5,1.2,1.8,0.343,0,124.75,46.02290494,7.157642971,6370.07665,4395.13,1
56,84,77,90,8.87,8,8.89,90,10,0,7,3.19,2.15,2.66,0.88,0.54,53,15.7617,8,2.97,1.9,2.3,2.5,1.9,1.3,1.4,3.4,1.3,0.305,0,219.6333333,20.91686605,7.842685959,6756.662973,6533.46,0
62,35,31,50,7.64,5.73,11.36,75,28,0,7,1.58,1.22,2.93,1.91,2.65,53,14.3262,5.73,2.97,6,6,6,6,1.9,2.5,2.2,1.1,0.343,1840.8,702.475,289.7743379,2.253769113,3837.03943,6797.42,1
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
55,129,61,83,8.37,7.36,8.91,88,22,2.87,7,1.62,1.59,4.14,1.02,0.38,82,15.6738,7.36,3.53,4,5,4,4,3,2,4,3,0.397,237.7,141.2083333,53.08073346,5.273994527,5386.444145,6058.69,2
60,66,81,100,9.84,8.77,8.53,89,24,2.4,8,3.18,1.39,4.2,1.09,0,73.3,17.8125,8.77,4.06,4,4,4,3,3,2,6,6,0.37,298.7,189.15,86.69097451,3.10944199,931.8816624,6644.61,2
54,73,82,68,7.58,7.06,10.34,93,12,0,6,2.97,1.19,2.89,0.53,2.03,72.5,15.2344,7.06,4.9,4,5,4,5,2,2,2,4,0.376,57.5,203.1333333,53.74727952,5.094806022,5357.775237,7177.07,2
54.5,84.8,73.9,74.6,8.005,7.15,9.461,88.9,16.3,0.622,6.1,2.425,1.654,3.04,0.893,1.435,73,15.85938,7.151,3.883,3,4,2,3,2,4,6,3,0.405,1433.5,591.2,151.2536467,3.7162235,6041.456321,6935.85,2
56.3,80,66.1,77.2,7.999,7.151,9.324,89,14.3,0.768,5.7,2.368,1.306,3.385,0.888,1.253,70.8,16.65624,7.147,3.449,3,3,3,6,3,3,3,3,0.367,232.2,158.05,55.30600903,5.266521349,3958.970476,6074.9,2
82,25,24,60,6.12,5.84,9.72,95,6.7,0,4,2.01,1.7,2.12,0.29,1.58,65.4,17.2266,5.84,4.57,3,3,3,4,4,4,3,4,0.386,2492.6,691.0833333,109.5872213,6.70267927,15434.42746,5612.47,2
65,92,48,49,5.7,5.24,10.76,92,7.8,2.87,3,1.72,0.7,2.82,0.47,1.87,85,16.9922,5.24,4.32,6,6,6,5,3,1.4,1,1.1,0.388,205.5,139.2333333,49.02327979,4.722172262,5191.743056,4601.2,2
74,39,98,98,8.8,8.38,8.51,95,9.6,0,7,3.41,2,2.96,0.43,1.86,55.6,17.0801,9.66,3.13,2,2.5,2.2,1.7,3.7,3.5,2.9,3.5,0.32,1129.6,664.8333333,76.45344148,8.349637038,9332.692955,5343.64,1
53.9,78.3,65.7,74,7.899,7.264,9.688,91.2,14.8,2.254,6.6,2.512,1.545,3.249,0.723,1.349,57.2,15.4961,7.263,3.367,3,5,3,3,3,4,5,4,0.429,1451.4,639.35,143.4561826,3.984110785,6526.151625,7523.21,3
61,47,32,63,7.35,6.54,10.34,89,12,7.69,5,2.48,1.35,2.71,0.81,1.84,58,17.4023,6.54,2.49,4,4,4,4,3,2,2,2,0.323,178.7,248.4,15.62468153,7.159209928,6127.414995,4573.9,1
53,102,68,100,7.44,7.22,7.21,97,4.8,0,3,1.98,1.17,4.07,0.23,1.33,39,17.1094,9.88,3.13,4.1,3.7,3.3,3.1,2.8,2.1,3.9,3.7,0.353,180.5,100,49.93893004,5.735540737,2826.610556,3742.03,1
48,146,85,100,11.1,9.93,9.22,89,11,6.25,8,3.01,2.61,4.32,1.18,0.7,65,12.5781,9.93,3.83,4,3,4,4,4,4,5,4,0.331,1458.2,644.4833333,151.7850643,3.976421454,6873.791104,5621.4,1
53.5,135.2,63.9,80.5,8.202,7.382,9.28,89.8,12.9,2.164,6.5,2.266,1.355,3.618,0.836,0.976,71.5,16.00196,7.389,3.085,4,3,3,2,4,2,2,5,0.384,175.4,130.45,11.98092882,7.286447828,6808.340525,6595.43,2
74,55,30,43,4.81,4.54,10.48,94,6,0,4,1.49,0.83,2.22,0.27,1.49,57.6,17.2852,4.54,4.68,2.3,2.5,2.7,1.7,1.1,1.7,3.2,3.3,0.306,0,216.55,14.40804465,9.774919837,12683.23501,5591.05,0
52,96,96,93,8.99,6.8,7.35,76,18,0,6,1.7,1.32,3.78,2.2,0.49,38,16.4648,8.4,2.28,4.1,3.3,3.1,3,2.1,2.1,4.2,3.1,0.341,56.5,117.5666667,12.58412237,7.003144166,3623.798045,5412.1,1
61,34,30,43,6.41,4.66,10.92,73,18,1.91,1,0.53,0.94,3.19,1.75,2.47,53.5,15,4.66,3.64,6,6,6,6,1.5,1.4,1.1,1,0.365,0,167.5,35.12704554,5.969699938,3136.268132,5051.54,2
75,36,6,94,8.91,8.54,9.11,96,10,0,6,2.95,1.73,3.86,0.39,1.13,73.3,20.0391,8.54,3.29,2.7,2.9,2.8,3,3.5,3.1,2.9,4.1,0.365,3004.8,738.22,185.1172496,4.359975423,14259.78086,5264.73,2
50,141,69,86,8.67,7.89,9.2,91,20,0,3,1.75,1.22,4.91,0.8,0.65,86,16.1426,7.89,2.82,4,5,4,4,3,2,4,3,0.41,176.7,167.4583333,51.49676479,5.409947987,5448.794308,6521.27,3
60,71,90,100,10.55,9.54,8.64,90,19,1.91,10,2.55,1.77,5.23,1.02,0,51.2,17.4609,9.54,2.42,4,4,4,3,3,2,6,6,0.317,258,138.125,52.85979869,4.463270631,3545.425997,6356.74,0
54,66,72,80,8.48,7.78,9.77,92,10,0,4,1.37,1.04,5.37,0.71,1.57,74.6,15.1758,7.78,3.97,4,5,4,5,2,1.8,2,4,0.507,15.2,171.15,55.92678959,5.540354089,6519.924039,8184.44,3
54.5,84.8,73.9,74.6,8.005,7.15,9.461,88.9,16.3,0.622,6.1,2.425,1.654,3.04,0.893,1.435,73,15.85938,7.151,3.883,3,4,2,3,2,4,6,3,0.405,1433.5,591.2,151.2536467,3.7162235,6041.456321,6935.85,2
56.3,80,66.1,77.2,7.999,7.151,9.324,89,14.3,0.768,5.7,2.368,1.306,3.385,0.888,1.253,70.8,16.65624,7.147,3.449,3,3,3,6,3,3,3,3,0.367,232.2,158.05,55.30600903,5.266521349,3958.970476,6074.9,2
81,20,20,75,7.63,7.1,9.49,93,11,1.91,6,2.09,1.95,3.05,0.54,1.55,73.2,17.373,7.1,1.81,3,3,3,4,4,4,3,4,0.365,522.8,529.4,140.2960027,3.660259111,4759.003865,5553.36,2
59,112,74,66,7.48,7.01,10.7,94,12,0,6,2.38,1.59,3.04,0.47,1.95,82,16.4648,7.01,2.79,6,6,6,5,3,2.7,2,1.1,0.364,234.7,133.5333333,55.66380799,5.345599763,5731.308544,6449.47,2
70,38,93,66,6.53,5.56,8.42,85,12,14.93,4,1.58,1.04,2.94,0.98,0.1,74,16.582,5.56,1.87,2.3,2.1,1.9,2.4,3.1,2.8,2.8,4.2,0.334,1986.1,638.05,65.20352227,9.458518567,21388.04595,6122.15,1
60,147,96,84,7.67,6.67,7.91,87,14,2.39,5,1.74,1.49,3.43,1.01,1.6,69.7,17.6465,8.03,2.8,3,5,3,3,3,4,5,4,0.398,1306.9,784.3166667,224.9428484,3.247226505,4445.996068,6665.83,2
56.3,106.4,72,76.8,7.976,7.198,9.577,89.8,13.8,0,6.1,2.497,1.571,3.159,0.796,1.386,70.4,16.51172,7.192,2.957,4,4,4,4,3,2,2,2,0.383,143.4,132.15,55.58613083,4.763565806,3041.827453,6247.37,2
53,98,63,100,11.69,10.15,8.63,87,17,0.95,10,2.43,2.4,5.33,1.55,0,27,17.3828,10.15,1.47,3.2,3,2.6,3,4.2,2.6,2.7,3.2,0.323,263.5,148.75,18.05717834,6.422484477,2980.621668,6327.83,1
49,155,84,70,5.72,5.51,7.88,96,4,0,3,1.7,1.38,2.43,0.22,0,61,12.3047,5.51,0.88,4,3,4,4,4,4,5,4,0.35,989,648.85,155.6698529,3.384149278,4228.086005,7027.26,1
53.5,135.2,63.9,80.5,8.202,7.382,9.28,89.8,12.9,2.164,6.5,2.266,1.355,3.618,0.836,0.976,71.5,16.00196,7.389,3.085,4,3,3,2,4,2,2,5,0.384,175.4,130.45,11.98092882,7.286447828,6808.340525,6595.43,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
50,114,97,95,8.96,8.1,8.49,90,11,15.41,4,2.29,2.07,3.74,0.87,0.35,66,15.1685,8.1,4.2,2.4,3.5,3,1.8,1.3,1.9,2.9,3.4,0.37,601.3,495.4166667,56.03243473,7.043561179,8323.185698,6426.43,2
66,38,32,33,4.18,3.79,11.35,91,6.4,3.36,1,0.51,0.37,2.9,0.39,2.81,51.9,14.2969,3.79,2.03,6,6,6,6,1.8,1.4,1.1,1,0.348,3489.6,794.09,190.7268955,4.422623917,15223.38495,6583.97,1
70,44,22,80,7.01,6.62,8.25,94,7.4,8.24,3,1.45,0.83,4.33,0.4,0.3,78,19.7461,6.62,3.23,2.3,4.2,2.3,2.6,3.8,4.1,4.1,4,0.385,2589.9,702.62,74.44451898,10.37670626,24715.0593,6508.61,2
56,111,42,66,5.89,5.63,8.55,96,5,2.88,3,1.58,1.39,2.67,0.27,0.54,72,15.8203,5.63,4.82,4,5,4,4,3,2,4,3,0.389,207.7,113.3333333,46.85425515,5.614853678,3752.905401,2373.52,2
60,72,88,83,7.39,6.75,8.13,91,12,5.29,4,1.83,1.3,3.61,0.65,0,61,17.6367,6.75,5.03,4,4,4,3,3,2,6,6,0.328,278.5,98,43.71959786,6.064895985,2957.793869,3602.26,1
56,70,76,71,7.22,6.71,9.47,93,12,1.91,6,0.97,1.13,4.61,0.52,0.98,74,15.7617,6.71,4.1,4,5,4,5,2,2,2,4,0.367,349.5,239.925,63.42506397,5.337526444,7208.680764,6445.59,2
54.5,84.8,73.9,74.6,8.005,7.15,9.461,88.9,16.3,0.622,6.1,2.425,1.654,3.04,0.893,1.435,73,15.85938,7.151,3.883,3,4,2,3,2,4,6,3,0.405,1433.5,591.2,151.2536467,3.7162235,6041.456321,6935.85,2
56.3,80,66.1,77.2,7.999,7.151,9.324,89,14.3,0.768,5.7,2.368,1.306,3.385,0.888,1.253,70.8,16.65624,7.147,3.449,3,3,3,6,3,3,3,3,0.367,232.2,158.05,55.30600903,5.266521349,3958.970476,6074.9,2
53.3,102,60.2,78.4,8.088,7.199,9.089,89,14.7,0.574,5.3,2.16,1.688,3.426,0.902,0.797,77.5,15.33325,7.192,4.166,3,3,3,4,4,4,3,4,0.383,1494.5,578.6916667,139.1530824,3.889109343,7603.667454,7001.98,2
64,89,28,39,4.14,3.84,9.72,93,5.4,6.73,1,0.93,0.88,2.03,0.31,1.3,76,18.0469,3.84,5.34,6,6,6,5,3,2.2,1.8,1.6,0.396,3092.2,737.725,82.94748498,8.228731889,23517.31005,6571.47,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
55,153,97,91,9.9,7.69,8.46,78,15,4.82,8,3.12,1.7,2.86,2.22,0.79,58.7,17.3438,7.69,3.02,3,5,3,3,3,4,5,4,0.336,355.8,142.4,56.60774231,5.378569014,3271.32364,6684.37,1
56.3,106.4,72,76.8,7.976,7.198,9.577,89.8,13.8,0,6.1,2.497,1.571,3.159,0.796,1.386,70.4,16.51172,7.192,2.957,4,4,4,4,3,2,2,2,0.383,143.4,132.15,55.58613083,4.763565806,3041.827453,6247.37,2
51,109,79,83,7.5,6.42,7.7,86,20,0,6,1.51,1.13,3.77,1.09,0,36,17.2266,6.42,4.36,4.1,4.7,4.7,3.1,2,2,2.2,1.8,0.359,0,137,54.96011934,6.557171405,3832.070875,6236.74,1
43,139,72,100,8.41,7.54,5.37,90,9,2.87,6,2.9,1.36,3.28,0.88,1.16,40,12.3047,11.22,3,4,3,4,4,4,4,5,4,0.309,281.2,109.5833333,59.03693861,4.010317784,2554.694581,6644.73,0
53.5,135.2,63.9,80.5,8.202,7.382,9.28,89.8,12.9,2.164,6.5,2.266,1.355,3.618,0.836,0.976,71.5,16.00196,7.389,3.085,4,3,3,2,4,2,2,5,0.384,175.4,130.45,11.98092882,7.286447828,6808.340525,6595.43,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
54,101,87,68,6.14,4.64,6.84,76,17,0,4,2.14,0.86,1.64,1.51,0.25,48,16.2158,5.89,3.8,3.8,5.1,4.2,2.8,1.7,1.8,2.3,2.6,0.348,0,138.3,53.66578943,4.890933901,2725.725373,6022.42,1
58.3,108.9,69.6,72.7,8.272,7.393,10.119,89,15.9,0.958,6.6,2.511,1.748,3.015,0.915,1.694,70,16.15186,7.399,3.373,6,6,6,6,1.7,1.4,1,1,0.404,0,146.275,50.71214856,5.013433222,3170.012075,6632.73,2
53.4,134.6,73.7,77.8,8.083,7.198,9.429,89,14.9,0.431,6,2.267,1.359,3.553,0.906,0.974,75.1,16.09423,7.199,3.906,4,5,4,3.9,2,2.2,2.4,2.5,0.407,0,138.825,53.08073346,4.618871896,4975.489665,6370.5,2
47,143,73,64,6.74,6.13,9.52,91,8.4,3.35,5,2.32,1.21,2.6,0.62,1.3,81,15.4102,6.13,3.43,4,5,4,4,3,2,4,3,0.394,158.7,129.775,60.91054603,4.364977684,4287.869242,6014.64,2
56.6,83.6,65.7,75.4,7.78,6.845,9.297,87,15.8,1.92,6.1,1.921,1.434,3.532,1.006,1.057,56.8,17.00489,6.849,3.134,4,4,4,3,3,2,6,6,0.314,191.7,150.025,56.07077171,5.084989643,3685.28444,6411.81,0
60,59,49,52,5.12,4.81,9.26,94,6.9,2.87,3,1.95,1.5,1.37,0.32,1.43,69,16.9043,4.81,3.51,4,5,4,5,2,1.6,2,4,0.398,57.5,133.6583333,62.17837468,4.740193645,2605.243623,5686.24,2
54.5,84.8,73.9,74.6,8.005,7.15,9.461,88.9,16.3,0.622,6.1,2.425,1.654,3.04,0.893,1.435,73,15.85938,7.151,3.883,3,4,2,3,2,4,6,3,0.405,1433.5,591.2,151.2536467,3.7162235,6041.456321,6935.85,2
56.3,80,66.1,77.2,7.999,7.151,9.324,89,14.3,0.768,5.7,2.368,1.306,3.385,0.888,1.253,70.8,16.65624,7.147,3.449,3,3,3,6,3,3,3,3,0.367,232.2,158.05,55.30600903,5.266521349,3958.970476,6074.9,2
53.3,102,60.2,78.4,8.088,7.199,9.089,89,14.7,0.574,5.3,2.16,1.688,3.426,0.902,0.797,77.5,15.33325,7.192,4.166,3,3,3,4,4,4,3,4,0.383,1494.5,578.6916667,139.1530824,3.889109343,7603.667454,7001.98,2
58,139,73,44,5.2,4.72,10.65,91,10.5,0,3,1.9,0.89,1.93,0.49,2.33,82,17.8125,4.72,4.76,6,6,6,5,3,1.5,1,1.4,0.382,235.5,132.4083333,61.71642212,5.140007558,6956.16503,6046.77,2
70,47,89,59,5.64,5.22,8.87,92,11,0,4,2.43,1.36,1.42,0.43,1.29,60,17.2266,5.22,5.62,2.4,2.3,2.7,2.1,1.2,1.5,3.4,3.2,0.314,0,204.1,14.50208501,9.050313623,7113.720263,5463.28,0
53.9,78.3,65.7,74,7.899,7.264,9.688,91.2,14.8,2.254,6.6,2.512,1.545,3.249,0.723,1.349,57.2,15.4961,7.263,3.367,3,5,3,3,3,4,5,4,0.429,1451.4,639.35,143.4561826,3.984110785,6526.151625,7523.21,3
56.3,106.4,72,76.8,7.976,7.198,9.577,89.8,13.8,0,6.1,2.497,1.571,3.159,0.796,1.386,70.4,16.51172,7.192,2.957,4,4,4,4,3,2,2,2,0.383,143.4,132.15,55.58613083,4.763565806,3041.827453,6247.37,2
59,85,39,64,6.34,5.96,9.36,94,9.7,0,2,1.33,1.83,2.81,0.39,0.83,55,17.1094,5.96,3.08,3.7,2.7,2.1,2.3,3.5,1.8,2.6,2.4,0.315,209.8,208.55,13.552224,9.998256351,5932.612788,6058.37,0
49,146,77,98,8.91,8.44,8.65,95,7,0,9,2.85,1.58,4.02,0.47,0,63,12.5391,8.44,4.26,4,4,4,3,4,4,5,5,0.314,430,105.375,56.99927223,5.231644165,3710.983439,6798.14,0
